XYZ[0][m],XYZ[1][m],XYZ[2][m],Deviation[],Amplitude[dB],Reflectance[dB],True Color[0][],True Color[2][],True Color[3][]
0.02925,2.64650,-0.13425,3,12.34,-18.84,33,24,1
0.03025,2.64700,-0.13575,1,15.97,-15.46,65,59,1
0.03125,2.64625,-0.13425,0,15.42,-16.00,60,52,1
0.03025,2.64525,-0.13250,2,8.46,-22.96,62,51,1
0.02725,2.64950,-0.13275,0,14.04,-17.41,61,53,1
0.03050,2.65000,-0.13500,0,14.03,-17.41,36,30,1
0.03100,2.64825,-0.13325,1,15.06,-16.37,52,45,1
0.03125,2.64950,-0.13375,0,15.21,-16.22,34,27,1
0.02875,2.65150,-0.13225,3,15.47,-15.98,59,50,1
0.03125,2.65150,-0.13400,2,12.62,-18.82,51,42,1
0.03000,2.65050,-0.13275,1,9.75,-21.41,52,43,1
0.02750,2.65500,-0.13325,1,11.71,-19.42,34,25,1
0.02900,2.65325,-0.13250,3,14.41,-17.04,38,30,1
0.03175,2.65250,-0.13325,1,13.02,-18.42,59,49,1
0.02950,2.65100,-0.13075,2,13.63,-17.81,70,64,1
0.03125,2.65150,-0.13125,3,15.24,-16.20,54,46,1
0.02425,2.65350,-0.13175,4,13.78,-17.69,63,55,1
0.02775,2.65400,-0.12975,1,13.29,-18.17,78,71,1
0.03175,2.65275,-0.13025,2,13.52,-17.92,63,55,1
0.02825,2.65550,-0.13150,0,14.53,-16.93,41,33,1
0.03625,2.63100,-0.15625,1,4.94,-26.32,59,51,1
0.03575,2.63450,-0.15375,3,5.07,-26.17,57,49,1
0.03250,2.64700,-0.15625,1,13.43,-17.99,59,48,1
0.03275,2.64275,-0.15525,0,13.97,-17.23,61,53,1
0.03275,2.64325,-0.15400,1,21.36,-10.05,24,16,1
0.03275,2.64525,-0.15325,0,18.74,-12.67,41,34,1
0.03500,2.64500,-0.15225,1,14.66,-16.74,60,48,1
0.03275,2.64675,-0.15375,1,14.78,-16.64,60,50,1
0.04400,2.64000,-0.15250,1,5.11,-26.24,62,52,1
0.03350,2.64800,-0.15525,0,5.22,-26.20,61,51,1
0.03250,2.64350,-0.14875,7,23.76,-7.65,23,15,1
0.03225,2.64475,-0.14875,2,21.18,-10.01,61,54,1
0.03400,2.64450,-0.14925,2,20.49,-10.92,47,37,1
0.03250,2.64200,-0.14675,4,26.12,-5.28,48,42,1
0.03300,2.64300,-0.14450,2,25.41,-5.99,32,26,1
0.03250,2.64525,-0.14775,2,21.98,-9.43,44,34,1
0.03250,2.64425,-0.14625,5,22.89,-8.30,65,62,1
0.03350,2.64450,-0.14700,0,17.63,-13.56,70,62,1
0.03200,2.64650,-0.14750,2,22.40,-8.78,66,59,1
0.03325,2.64625,-0.14700,0,17.84,-13.57,61,51,1
0.03350,2.64550,-0.14575,1,18.58,-12.60,35,31,1
0.03300,2.64500,-0.14525,0,22.96,-8.45,44,38,1
0.03225,2.64475,-0.14500,2,21.73,-9.46,12,11,1
0.03425,2.64575,-0.14575,0,17.34,-14.07,60,50,1
0.04875,2.64500,-0.15500,1,3.27,-28.08,61,49,1
0.05825,2.64975,-0.15675,0,3.74,-27.59,61,51,1
0.03375,2.63825,-0.14125,0,12.22,-19.00,51,43,1
0.03850,2.63750,-0.13450,2,8.38,-22.99,62,52,1
0.03250,2.64175,-0.14250,1,21.60,-9.80,58,51,1
0.03250,2.64375,-0.14375,2,19.71,-11.48,22,16,1
0.03225,2.64725,-0.14275,2,15.22,-16.20,58,47,1
0.03425,2.64400,-0.14100,1,17.70,-13.70,42,34,1
0.03325,2.64650,-0.14150,1,13.73,-17.68,57,48,1
0.03325,2.64650,-0.14025,1,13.79,-17.62,55,47,1
0.03225,2.64375,-0.13650,3,15.58,-15.83,64,56,1
0.03350,2.64450,-0.13850,0,17.18,-14.23,88,81,1
0.03475,2.64575,-0.13625,4,15.49,-15.92,41,35,1
0.03300,2.64675,-0.13750,1,16.59,-14.83,44,38,1
0.03275,2.64700,-0.13475,5,15.69,-15.73,39,34,1
0.04725,2.64975,-0.13125,1,5.21,-26.16,21,14,1
0.01375,2.66275,-0.15400,3,4.84,-26.70,61,49,1
0.01275,2.66975,-0.16000,1,19.43,-14.19,21,15,1
0.01575,2.67175,-0.15425,2,12.94,-18.61,62,52,1
0.01550,2.67175,-0.15275,3,25.22,-8.40,23,15,1
0.01550,2.67050,-0.15000,4,24.31,-9.31,21,15,1
0.01550,2.66950,-0.14700,1,21.57,-12.05,23,14,1
0.02125,2.65850,-0.15975,0,5.09,-28.54,23,15,1
0.02375,2.66025,-0.15875,1,21.35,-9.75,47,39,1
0.02375,2.66025,-0.15625,5,21.09,-10.01,45,39,1
0.02375,2.66125,-0.15500,1,21.31,-9.78,48,40,1
0.02425,2.65900,-0.16000,2,20.92,-10.18,46,38,1
0.02450,2.65650,-0.15775,5,20.67,-10.45,46,40,1
0.02925,2.66100,-0.15950,0,11.90,-19.20,61,54,1
0.02450,2.65775,-0.15400,3,20.68,-10.43,48,40,1
0.03175,2.65800,-0.15225,0,3.27,-28.18,62,50,1
0.02075,2.66650,-0.15625,0,3.34,-28.18,61,49,1
0.01700,2.67100,-0.16000,0,13.06,-18.49,61,49,1
0.01925,2.67100,-0.15650,1,18.85,-12.69,61,49,1
0.02000,2.66850,-0.15725,3,13.48,-18.05,62,50,1
0.02050,2.67100,-0.15700,4,22.13,-8.91,41,33,1
0.01650,2.67125,-0.15575,1,13.20,-18.35,61,49,1
0.01850,2.67175,-0.15400,3,20.72,-12.90,23,15,1
0.02175,2.66325,-0.14650,1,21.65,-9.43,24,19,1
0.02425,2.65825,-0.15125,1,19.78,-11.33,47,41,1
0.02450,2.65725,-0.15000,2,20.95,-10.16,46,39,1
0.02125,2.66675,-0.15050,0,20.08,-10.98,32,26,1
0.01950,2.67075,-0.15100,2,19.45,-12.09,61,49,1
0.01925,2.66950,-0.14975,2,20.00,-11.05,29,24,1
0.02100,2.66800,-0.15025,1,13.59,-17.93,61,51,1
0.02000,2.66875,-0.14900,2,13.31,-18.22,62,52,1
0.02050,2.67000,-0.14950,0,18.96,-12.57,62,50,1
0.02050,2.67050,-0.14925,2,20.57,-10.47,30,24,1
0.02150,2.66500,-0.14800,5,21.10,-9.97,25,21,1
0.01650,2.67100,-0.14500,2,13.71,-17.33,51,41,1
0.01825,2.67175,-0.14550,1,20.44,-13.18,25,15,1
0.00550,2.67800,-0.15350,4,2.71,-28.90,60,52,1
0.01075,2.67375,-0.15900,1,2.45,-29.13,61,50,1
0.01500,2.67250,-0.15850,1,13.80,-17.76,61,49,1
0.01450,2.67400,-0.15925,2,17.55,-13.47,49,39,1
0.01550,2.67475,-0.15850,5,24.26,-9.36,21,14,1
0.01550,2.67375,-0.15775,3,19.23,-12.33,61,49,1
0.01575,2.67550,-0.15700,1,20.66,-10.91,59,49,1
0.01400,2.67675,-0.15800,0,17.73,-13.27,49,39,1
0.01400,2.67725,-0.15650,2,16.07,-14.93,50,42,1
0.01550,2.67250,-0.15550,4,24.51,-9.11,23,15,1
0.01425,2.67650,-0.15550,3,16.76,-14.24,50,42,1
0.01525,2.67850,-0.15475,2,20.83,-10.17,50,42,1
0.01550,2.67775,-0.15400,2,18.87,-12.13,48,41,1
0.01550,2.67775,-0.15250,1,17.59,-13.41,49,39,1
0.00025,2.68225,-0.15775,0,2.12,-29.53,62,50,1
0.01575,2.67475,-0.15125,1,17.26,-13.76,47,41,1
0.01525,2.67500,-0.14475,2,20.04,-13.58,21,12,1
0.01550,2.67650,-0.14625,2,13.97,-17.04,50,41,1
0.01700,2.67275,-0.15925,1,18.99,-12.56,61,49,1
0.01600,2.67300,-0.15900,1,20.18,-10.84,48,40,1
0.01850,2.67200,-0.15925,1,21.02,-12.60,23,15,1
0.01925,2.67300,-0.15975,3,21.12,-10.43,57,49,1
0.01850,2.67375,-0.15875,6,23.49,-7.53,26,19,1
0.01700,2.67525,-0.15950,1,22.50,-8.51,39,33,1
0.01700,2.67450,-0.15850,1,21.40,-10.16,59,47,1
0.01975,2.67400,-0.15950,2,22.27,-8.75,39,31,1
0.01950,2.67550,-0.15825,4,23.58,-7.43,37,30,1
0.01850,2.67250,-0.15650,3,20.65,-12.97,22,16,1
0.01600,2.67400,-0.15775,3,20.54,-10.48,47,41,1
0.01700,2.67525,-0.15725,2,22.02,-8.99,40,34,1
0.01600,2.67425,-0.15625,2,19.90,-11.12,49,41,1
0.01850,2.67475,-0.15750,2,22.80,-8.22,24,18,1
0.01900,2.67500,-0.15775,1,19.88,-11.67,32,24,1
0.01825,2.67550,-0.15625,3,22.56,-8.45,22,17,1
0.02175,2.67425,-0.15975,1,19.51,-12.03,26,19,1
0.02125,2.67500,-0.15800,3,4.58,-29.04,24,18,1
0.02225,2.67400,-0.15700,0,18.91,-12.63,27,20,1
0.01700,2.67650,-0.15925,1,20.78,-10.78,32,24,1
0.01650,2.67750,-0.15825,2,23.14,-7.86,39,33,1
0.01825,2.67600,-0.16000,5,24.18,-6.83,25,18,1
0.01875,2.67675,-0.15825,2,18.55,-13.01,27,19,1
0.01900,2.67825,-0.15875,0,15.20,-16.36,55,47,1
0.01675,2.67675,-0.15625,3,20.56,-11.01,31,23,1
0.01950,2.67775,-0.15750,2,14.97,-16.59,54,46,1
0.01625,2.67350,-0.15500,1,19.34,-12.22,61,49,1
0.01850,2.67350,-0.15575,1,21.06,-10.49,59,49,1
0.01925,2.67275,-0.15425,1,20.91,-10.64,57,49,1
0.01700,2.67500,-0.15575,3,21.77,-9.25,41,35,1
0.01825,2.67475,-0.15500,1,21.89,-9.13,27,22,1
0.01950,2.67450,-0.15500,1,21.84,-9.71,30,22,1
0.01650,2.67325,-0.15375,2,19.45,-12.11,61,49,1
0.01750,2.67225,-0.15225,4,19.48,-12.07,61,49,1
0.01850,2.67350,-0.15375,2,20.74,-10.28,26,21,1
0.01900,2.67325,-0.15300,1,21.43,-10.12,55,47,1
0.01725,2.67400,-0.15325,2,20.12,-10.90,43,37,1
0.01775,2.67575,-0.15375,4,20.61,-10.95,34,26,1
0.01850,2.67450,-0.15250,2,20.31,-10.71,26,19,1
0.02000,2.67325,-0.15575,2,21.87,-9.16,39,32,1
0.02000,2.67325,-0.15425,2,21.98,-9.05,35,29,1
0.02350,2.67325,-0.15425,0,19.24,-12.29,30,22,1
0.02175,2.67450,-0.15550,1,19.71,-11.83,28,20,1
0.02250,2.67550,-0.15600,1,15.24,-16.30,56,47,1
0.02025,2.67250,-0.15300,1,21.65,-9.38,35,28,1
0.02025,2.67550,-0.15275,1,18.08,-13.47,30,22,1
0.01675,2.67775,-0.15475,3,22.05,-8.95,39,33,1
0.01675,2.67650,-0.15225,3,20.38,-11.19,35,26,1
0.02000,2.67750,-0.15450,0,14.47,-17.08,54,46,1
0.02725,2.67400,-0.15950,0,5.24,-26.28,59,49,1
0.02925,2.67225,-0.15800,3,4.53,-26.97,62,50,1
0.01700,2.68175,-0.15375,1,4.34,-27.24,61,49,1
0.01850,2.67275,-0.15125,4,22.47,-11.15,24,16,1
0.01950,2.67250,-0.15175,1,21.73,-9.81,59,48,1
0.01725,2.67425,-0.15200,1,19.38,-11.64,41,35,1
0.01725,2.67400,-0.15075,1,19.45,-11.57,43,37,1
0.01850,2.67400,-0.15125,2,20.34,-10.68,28,23,1
0.01625,2.67250,-0.15000,1,16.49,-14.54,49,39,1
0.01775,2.67200,-0.14950,1,18.42,-12.61,44,38,1
0.01750,2.67250,-0.14825,1,18.59,-12.44,45,39,1
0.01625,2.67300,-0.14875,0,16.49,-14.53,50,40,1
0.01700,2.67300,-0.14825,2,18.57,-12.98,62,50,1
0.01825,2.67200,-0.14850,3,21.27,-12.35,24,15,1
0.01825,2.67350,-0.14875,1,19.86,-11.69,57,48,1
0.01850,2.67500,-0.14950,1,19.77,-11.78,33,25,1
0.01850,2.67400,-0.14875,2,19.24,-11.78,31,26,1
0.02025,2.67250,-0.15200,1,21.12,-9.91,37,29,1
0.02025,2.67200,-0.15025,2,21.15,-10.39,57,49,1
0.02025,2.67375,-0.15100,1,20.45,-11.09,33,25,1
0.02250,2.67375,-0.15150,1,18.94,-12.59,32,24,1
0.02050,2.67525,-0.15000,0,17.43,-14.12,31,23,1
0.01975,2.67600,-0.14875,1,18.22,-13.33,31,25,1
0.01825,2.67875,-0.14900,1,14.22,-17.35,57,49,1
0.01925,2.67275,-0.14750,2,19.86,-11.69,57,48,1
0.01600,2.67450,-0.14750,0,17.00,-14.02,51,41,1
0.01825,2.67475,-0.14750,2,20.48,-10.54,32,27,1
0.01700,2.67275,-0.14550,4,15.17,-16.38,60,53,1
0.01900,2.67300,-0.14600,1,19.05,-12.50,57,49,1
0.01875,2.67375,-0.14475,3,16.77,-14.25,35,30,1
0.01750,2.67425,-0.14475,1,17.62,-13.94,57,47,1
0.01850,2.67400,-0.14600,0,18.95,-12.07,35,29,1
0.02200,2.67275,-0.14700,2,19.96,-11.57,24,16,1
0.02000,2.67400,-0.14800,1,19.33,-12.22,30,23,1
0.02125,2.67500,-0.14725,1,18.63,-12.91,32,25,1
0.02350,2.67500,-0.14775,0,14.63,-16.91,58,50,1
0.02150,2.67300,-0.14550,0,17.36,-14.18,28,19,1
0.01700,2.67600,-0.14700,0,18.15,-12.86,44,38,1
0.01675,2.67725,-0.14575,0,16.17,-14.83,47,39,1
0.01525,2.66575,-0.14150,1,17.75,-15.88,18,10,1
0.01525,2.66575,-0.13875,1,14.64,-18.99,16,10,1
0.02200,2.66300,-0.14400,3,19.50,-11.58,34,26,1
0.02475,2.65625,-0.14225,1,17.88,-13.24,47,39,1
0.03050,2.66075,-0.14200,1,9.69,-21.78,62,52,1
0.02575,2.65750,-0.13900,0,13.75,-17.37,40,33,1
0.02725,2.65675,-0.13850,3,13.33,-17.79,20,13,1
0.02500,2.66100,-0.13750,1,13.58,-17.52,41,32,1
0.02500,2.66100,-0.13625,1,12.97,-18.13,37,30,1
0.02725,2.66150,-0.13725,2,7.38,-24.10,63,51,1
0.01700,2.66850,-0.14350,1,11.97,-19.08,51,43,1
0.01825,2.67150,-0.14275,0,18.00,-15.62,26,16,1
0.01900,2.67125,-0.14275,0,13.93,-17.61,61,51,1
0.01825,2.66875,-0.14175,0,14.01,-17.04,54,44,1
0.01800,2.67075,-0.14025,1,17.74,-15.88,26,16,1
0.02050,2.67000,-0.14400,1,15.33,-16.20,60,52,1
0.02050,2.67125,-0.14300,0,17.11,-13.93,34,25,1
0.02250,2.66800,-0.14100,3,15.59,-15.47,48,39,1
0.02025,2.67025,-0.14150,0,12.92,-18.61,62,51,1
0.02025,2.67175,-0.14025,3,15.43,-15.61,102,92,1
0.02250,2.67025,-0.14050,2,13.66,-17.87,45,35,1
0.02300,2.66500,-0.13950,3,15.37,-15.70,44,37,1
0.02325,2.66400,-0.13825,1,14.64,-16.44,40,32,1
0.02175,2.66750,-0.13950,4,9.04,-22.48,62,51,1
0.02300,2.66500,-0.13700,2,14.94,-16.13,35,30,1
0.02275,2.66650,-0.13675,0,10.52,-20.99,60,52,1
0.01950,2.66975,-0.13825,0,13.52,-17.52,69,63,1
0.02100,2.66975,-0.14000,1,13.05,-18.48,61,50,1
0.02175,2.66925,-0.13875,5,11.91,-19.62,61,50,1
0.02250,2.67050,-0.13925,1,12.80,-18.73,36,28,1
0.02100,2.66800,-0.13800,1,10.72,-20.80,62,52,1
0.02150,2.66950,-0.13725,4,12.01,-19.52,51,43,1
0.02100,2.66800,-0.13650,0,14.06,-17.00,48,44,1
0.02350,2.66950,-0.13650,0,10.47,-21.05,19,12,1
0.02075,2.67000,-0.13775,3,14.63,-16.42,53,47,1
0.02425,2.66550,-0.14075,0,9.77,-21.74,63,53,1
0.02400,2.67100,-0.14275,0,13.35,-18.17,22,13,1
0.02600,2.66775,-0.13800,1,11.76,-19.75,28,20,1
0.02500,2.67025,-0.14000,0,12.41,-19.11,21,13,1
0.02225,2.66100,-0.13500,1,13.63,-17.46,63,57,1
0.02100,2.66250,-0.13525,0,13.01,-20.62,45,33,1
0.02375,2.66225,-0.13575,0,14.04,-17.05,32,27,1
0.02100,2.66225,-0.13275,2,15.81,-17.82,89,79,1
0.02075,2.65625,-0.12950,4,14.33,-19.30,31,25,1
0.02350,2.65750,-0.13000,1,15.46,-18.17,28,18,1
0.02325,2.66300,-0.13075,3,11.90,-19.19,87,81,1
0.02250,2.66175,-0.12950,1,11.66,-19.84,61,53,1
0.02675,2.65975,-0.13575,0,12.12,-18.98,16,9,1
0.02825,2.65925,-0.13550,1,11.69,-19.42,45,37,1
0.02825,2.65850,-0.13425,2,9.63,-21.48,48,38,1
0.03100,2.65700,-0.13400,2,10.18,-21.27,63,51,1
0.02500,2.66200,-0.13500,1,13.35,-17.74,31,24,1
0.02525,2.66125,-0.13375,1,13.11,-17.99,28,20,1
0.02500,2.66150,-0.13250,3,12.43,-19.06,55,49,1
0.02600,2.65875,-0.13200,1,12.91,-18.57,44,34,1
0.02700,2.65825,-0.13200,1,10.78,-20.33,43,35,1
0.02675,2.65850,-0.13075,2,9.74,-21.37,51,44,1
0.02725,2.65975,-0.13100,3,13.12,-18.36,29,20,1
0.02750,2.65600,-0.12900,2,11.27,-20.20,78,70,1
0.02950,2.65625,-0.13100,0,13.66,-17.80,38,28,1
0.02950,2.65800,-0.12975,0,10.97,-20.49,28,18,1
0.02525,2.66300,-0.13050,1,11.07,-20.43,30,20,1
0.02525,2.66050,-0.12975,3,9.19,-21.91,54,46,1
0.02900,2.66000,-0.13175,0,11.88,-19.59,41,35,1
0.02825,2.66075,-0.12900,0,7.68,-23.80,51,42,1
0.01800,2.66475,-0.13450,2,14.99,-18.64,21,13,1
0.02300,2.66550,-0.13450,2,13.98,-17.09,36,28,1
0.02150,2.66500,-0.13375,1,13.30,-17.77,71,65,1
0.02225,2.66525,-0.13300,1,12.06,-19.45,43,37,1
0.02275,2.66750,-0.13325,1,14.22,-16.84,53,45,1
0.01625,2.66800,-0.13500,1,7.12,-24.42,63,52,1
0.01850,2.66800,-0.13575,2,9.21,-22.32,61,51,1
0.01925,2.67100,-0.13600,3,12.28,-18.76,55,49,1
0.01900,2.67175,-0.13450,0,12.33,-18.71,55,46,1
0.01950,2.66925,-0.13325,0,10.92,-20.13,51,41,1
0.02000,2.66850,-0.13525,1,11.14,-20.39,57,49,1
0.02050,2.66850,-0.13375,2,11.20,-20.33,31,24,1
0.02075,2.66975,-0.13275,2,12.45,-18.60,78,72,1
0.01800,2.66575,-0.13125,0,13.69,-19.94,31,25,1
0.02050,2.66425,-0.13175,4,9.92,-21.15,53,45,1
0.02025,2.66500,-0.12825,1,7.83,-23.69,63,53,1
0.02300,2.66525,-0.12950,0,8.56,-22.51,56,48,1
0.02100,2.66825,-0.13125,1,11.54,-19.52,71,65,1
0.02200,2.67125,-0.13200,3,13.47,-17.57,91,84,1
0.02450,2.66725,-0.13600,1,10.96,-20.55,43,36,1
0.02500,2.66475,-0.13275,2,11.45,-20.05,24,16,1
0.02725,2.66475,-0.13350,1,10.49,-21.00,18,11,1
0.02400,2.66700,-0.13250,2,13.46,-17.60,32,24,1
0.02575,2.66775,-0.13250,2,5.39,-26.12,55,46,1
0.02850,2.66425,-0.13450,2,10.41,-21.08,30,24,1
0.02850,2.66600,-0.13550,2,9.27,-22.22,19,11,1
0.02450,2.66475,-0.13125,2,11.70,-19.38,46,38,1
0.02475,2.66500,-0.13000,1,7.36,-24.14,57,46,1
0.01550,2.67700,-0.14250,1,11.91,-19.09,51,43,1
0.00975,2.67500,-0.13400,0,11.11,-20.48,27,19,1
0.01750,2.67375,-0.14325,1,14.62,-16.40,48,42,1
0.01875,2.67275,-0.14350,0,16.15,-14.88,46,39,1
0.01900,2.67300,-0.14225,3,15.66,-15.37,70,60,1
0.01875,2.67275,-0.14100,2,15.42,-15.61,122,112,1
0.01725,2.67525,-0.14050,2,13.30,-17.71,55,47,1
0.02000,2.67250,-0.14325,2,15.90,-15.64,53,43,1
0.02175,2.67300,-0.14400,1,16.75,-14.79,21,12,1
0.02025,2.67575,-0.14325,1,12.86,-18.69,45,35,1
0.02025,2.67225,-0.14200,1,14.65,-16.89,47,37,1
0.02000,2.67350,-0.14175,1,16.34,-14.68,68,55,1
0.02250,2.67225,-0.14125,1,13.76,-17.77,20,11,1
0.01875,2.67350,-0.13975,2,14.46,-16.56,105,99,1
0.01975,2.67400,-0.13925,3,15.41,-15.61,81,73,1
0.01900,2.67200,-0.13700,0,13.12,-17.91,59,53,1
0.01925,2.67725,-0.13050,1,9.30,-21.71,66,60,1
0.03400,2.65650,-0.15100,0,3.44,-28.00,61,49,1
-0.03425,2.70075,-0.16975,3,1.32,-30.51,61,49,1
0.00675,2.68925,-0.18275,1,5.33,-25.60,63,56,1
0.03100,2.69375,-0.18900,2,13.65,-17.91,45,32,1
0.03050,2.69225,-0.18700,3,11.46,-20.10,60,48,1
0.02300,2.70175,-0.19000,0,14.14,-17.48,55,44,1
0.02675,2.69875,-0.18850,0,13.94,-17.66,58,48,1
0.02500,2.70025,-0.19150,5,13.84,-17.77,49,41,1
0.02675,2.70050,-0.19075,1,13.40,-18.20,40,29,1
0.02725,2.69650,-0.18775,3,13.43,-18.16,58,46,1
0.03075,2.69725,-0.18775,1,12.99,-18.58,59,49,1
0.00775,2.69650,-0.17025,3,3.64,-27.26,47,39,1
0.00275,2.71800,-0.17550,0,1.56,-29.22,51,31,1
0.00475,2.71250,-0.16875,0,2.97,-27.84,46,39,1
0.03350,2.69000,-0.19125,0,13.45,-18.09,57,54,1
0.03275,2.69050,-0.18850,0,12.67,-18.88,50,39,1
0.03200,2.69300,-0.19025,1,14.02,-17.54,57,49,1
0.03950,2.69225,-0.18950,3,12.10,-19.43,58,50,1
0.03350,2.69175,-0.18625,1,10.46,-21.09,58,46,1
0.03900,2.68950,-0.18675,2,10.37,-20.59,55,50,1
0.03375,2.69325,-0.18700,1,12.42,-19.13,58,49,1
0.04175,2.69050,-0.19075,1,11.78,-19.73,60,55,1
0.04375,2.69075,-0.19125,2,10.53,-20.98,60,53,1
0.04725,2.68950,-0.19050,1,9.70,-21.79,61,56,1
0.04100,2.69275,-0.19000,2,11.16,-20.36,63,60,1
0.04425,2.69525,-0.19150,0,10.25,-20.69,61,55,1
0.04250,2.69025,-0.18800,2,12.03,-19.48,41,29,1
0.04425,2.69025,-0.18600,2,8.24,-23.26,56,42,1
0.03200,2.69650,-0.19175,1,12.62,-18.95,61,57,1
0.03200,2.69650,-0.18900,1,13.34,-18.23,45,34,1
0.04175,2.68925,-0.18325,1,3.22,-27.75,49,43,1
0.05200,2.69025,-0.18875,2,9.85,-21.12,59,54,1
0.05275,2.69250,-0.18950,3,10.38,-20.58,60,55,1
0.06150,2.68825,-0.18825,1,10.74,-20.26,57,52,1
0.06225,2.69000,-0.18525,1,10.45,-20.54,59,54,1
0.00800,2.68850,-0.15525,2,3.91,-27.72,61,49,1
0.02475,2.69000,-0.15475,0,4.82,-26.12,58,50,1
0.02250,2.70125,-0.13875,1,2.70,-28.19,52,47,1
0.01775,2.65250,-0.12800,2,6.40,-27.23,27,21,1
0.02775,2.65750,-0.12800,0,7.99,-23.48,60,52,1
0.00350,2.67800,-0.12650,0,2.52,-29.10,64,52,1
0.02100,2.67700,-0.12775,1,6.36,-27.26,25,17,1
0.03275,2.65725,-0.12800,0,2.49,-28.96,58,50,1
0.07325,2.50975,-0.40850,34,19.10,-14.56,15,0,1
0.07850,2.50950,-0.40800,26,19.05,-14.61,13,0,1
0.08625,2.51150,-0.40125,8,17.85,-15.81,10,0,1
0.09125,2.51175,-0.40075,8,17.67,-15.99,10,0,1
0.06550,2.51200,-0.40825,32,19.19,-14.47,15,0,1
0.06825,2.52200,-0.40850,22,18.92,-14.73,14,0,1
0.07075,2.51325,-0.40800,28,19.04,-14.62,15,0,1
0.07600,2.51525,-0.40775,32,18.95,-14.71,13,0,1
0.07350,2.51950,-0.40725,18,19.06,-14.59,13,0,1
0.06550,2.52225,-0.40750,29,19.13,-14.52,13,0,1
0.07100,2.52550,-0.40725,26,19.09,-14.56,11,0,1
0.06850,2.52350,-0.40025,5,15.45,-15.57,21,10,1
0.06975,2.52575,-0.40025,3,15.56,-15.46,19,10,1
0.07875,2.52550,-0.40800,21,18.90,-14.75,11,0,1
0.08125,2.51975,-0.40550,23,18.77,-14.88,10,0,1
0.08350,2.51450,-0.40325,11,18.02,-15.64,10,0,1
0.08900,2.51950,-0.40100,9,18.02,-15.64,11,0,1
0.08950,2.52175,-0.40025,2,15.61,-15.31,22,10,1
0.09425,2.52325,-0.40075,5,17.98,-15.67,10,0,1
0.08800,2.52425,-0.40025,1,15.42,-15.51,22,10,1
0.08950,2.52775,-0.40050,0,15.45,-15.49,20,8,1
0.06675,2.50950,-0.39775,1,15.37,-15.61,24,13,1
0.06900,2.50950,-0.39775,6,15.37,-15.60,23,12,1
0.07075,2.51000,-0.39800,5,15.26,-15.71,24,13,1
0.07550,2.50950,-0.39800,1,15.09,-15.85,23,11,1
0.07900,2.51175,-0.39950,1,15.51,-15.43,23,12,1
0.08700,2.51000,-0.39900,3,15.70,-15.20,24,12,1
0.09200,2.50950,-0.39900,1,15.35,-15.52,24,12,1
0.09500,2.51050,-0.39875,4,15.55,-15.31,23,11,1
0.06525,2.51500,-0.39875,1,15.51,-15.50,23,12,1
0.07125,2.51400,-0.39875,1,15.18,-15.80,23,12,1
0.06500,2.51675,-0.39950,5,15.49,-15.52,23,12,1
0.06650,2.51700,-0.39850,3,15.33,-15.68,23,12,1
0.06475,2.51975,-0.39950,4,15.05,-15.97,23,12,1
0.07025,2.51925,-0.39975,1,15.56,-15.44,20,11,1
0.07375,2.51375,-0.39850,0,15.25,-15.71,23,11,1
0.07600,2.51250,-0.39925,1,15.44,-15.51,23,12,1
0.07625,2.51375,-0.39875,2,15.54,-15.41,22,11,1
0.07825,2.51400,-0.39925,1,15.58,-15.37,22,11,1
0.07525,2.51900,-0.39975,2,15.00,-15.97,23,12,1
0.07675,2.51650,-0.39900,1,15.43,-15.53,22,11,1
0.06675,2.52000,-0.40000,0,15.11,-15.90,21,11,1
0.07025,2.52100,-0.39925,7,15.68,-15.32,22,11,1
0.06725,2.52425,-0.39925,2,15.68,-15.34,20,11,1
0.06950,2.52425,-0.39950,4,15.42,-15.59,22,11,1
0.07100,2.52775,-0.39925,3,16.31,-14.71,21,10,1
0.07500,2.52050,-0.39925,1,15.52,-15.46,20,10,1
0.07650,2.52275,-0.39950,0,15.86,-15.12,23,11,1
0.07225,2.52550,-0.39925,1,15.45,-15.56,22,11,1
0.07600,2.52450,-0.39925,2,15.58,-15.41,21,10,1
0.07675,2.52575,-0.40000,3,15.49,-15.50,23,11,1
0.07850,2.52600,-0.39900,1,15.54,-15.44,22,10,1
0.08250,2.51275,-0.39875,2,15.55,-15.37,24,12,1
0.08200,2.51450,-0.39950,1,15.38,-15.55,25,13,1
0.08375,2.51500,-0.39850,0,15.47,-15.46,24,12,1
0.08750,2.51225,-0.39900,0,15.17,-15.73,24,12,1
0.08625,2.51475,-0.39875,0,15.52,-15.39,24,11,1
0.08025,2.51850,-0.39900,0,15.66,-15.29,23,12,1
0.08650,2.51775,-0.39925,2,15.49,-15.43,23,11,1
0.09050,2.51200,-0.39900,1,15.43,-15.46,24,12,1
0.08850,2.51500,-0.39900,2,15.74,-15.16,23,11,1
0.09100,2.51450,-0.39950,3,15.39,-15.50,24,12,1
0.09425,2.51425,-0.39850,1,15.68,-15.20,24,12,1
0.09050,2.51800,-0.39975,0,15.61,-15.30,23,11,1
0.09425,2.51700,-0.39875,0,15.59,-15.30,22,10,1
0.08050,2.52000,-0.39975,5,15.41,-15.54,22,11,1
0.08025,2.52175,-0.39950,0,15.48,-15.48,21,10,1
0.08525,2.52000,-0.39900,1,15.74,-15.19,23,11,1
