XYZ[0][m],XYZ[1][m],XYZ[2][m],Deviation[],Amplitude[dB],Reflectance[dB],True Color[0][],True Color[2][],True Color[3][]
-0.01550,2.50700,-0.39950,6,15.82,-15.51,28,14,1
-0.01200,2.50650,-0.39825,2,15.36,-15.96,29,16,1
-0.00850,2.50750,-0.39900,4,16.19,-15.12,32,15,1
-0.01475,2.50975,-0.39950,0,15.53,-15.81,29,13,1
-0.01100,2.51050,-0.39875,0,15.64,-15.68,31,14,1
-0.00875,2.51075,-0.39900,1,15.40,-15.92,32,15,1
-0.01050,2.50850,-0.39800,2,15.41,-15.91,31,14,1
-0.00475,2.50700,-0.39875,3,15.60,-15.69,32,15,1
-0.00225,2.50700,-0.39900,2,15.56,-15.72,32,13,1
-0.00050,2.50750,-0.39900,0,15.43,-15.84,32,15,1
-0.00475,2.51025,-0.39875,2,15.50,-15.80,32,14,1
-0.00200,2.50975,-0.39875,2,15.52,-15.76,31,14,1
-0.00050,2.51050,-0.39925,1,15.58,-15.70,30,14,1
-0.00100,2.51100,-0.39800,2,15.82,-15.46,33,15,1
-0.02650,2.51500,-0.40000,3,15.58,-15.82,29,16,1
-0.03175,2.51850,-0.39975,3,15.37,-16.06,29,16,1
-0.03000,2.51900,-0.39900,2,15.43,-15.99,29,16,1
-0.02975,2.51625,-0.39800,1,15.36,-16.50,33,18,1
-0.02875,2.51750,-0.39750,1,15.71,-16.14,35,20,1
-0.02575,2.51775,-0.39775,2,15.45,-16.40,33,19,1
-0.02400,2.51550,-0.39900,2,15.47,-15.92,29,16,1
-0.02100,2.51525,-0.39875,4,15.43,-15.95,28,15,1
-0.02225,2.51400,-0.39700,2,15.64,-16.23,32,20,1
-0.01925,2.51250,-0.39925,3,15.56,-15.80,28,13,1
-0.02400,2.51850,-0.39900,2,15.07,-16.33,28,16,1
-0.02150,2.51825,-0.39925,1,15.35,-16.04,27,15,1
-0.02400,2.51650,-0.39725,1,15.62,-16.24,34,21,1
-0.02100,2.51625,-0.39650,0,15.59,-16.27,33,20,1
-0.01850,2.51975,-0.39850,3,15.28,-16.10,29,14,1
-0.01800,2.51800,-0.39900,3,15.29,-16.08,30,17,1
-0.01625,2.51825,-0.39900,3,15.39,-15.98,32,15,1
-0.01975,2.51750,-0.39425,15,16.13,-15.73,32,18,1
-0.02975,2.52025,-0.39950,0,15.26,-16.16,28,15,1
-0.02925,2.52100,-0.39825,0,15.50,-16.34,37,20,1
-0.03150,2.52300,-0.39900,8,15.22,-16.22,27,15,1
-0.03200,2.52050,-0.39750,3,15.29,-16.55,34,19,1
-0.02700,2.52175,-0.39900,0,15.20,-16.22,28,16,1
-0.02750,2.52100,-0.39775,0,15.57,-16.27,36,21,1
-0.02500,2.52375,-0.39750,1,15.68,-16.15,35,20,1
-0.02875,2.52600,-0.39925,0,15.50,-15.93,29,15,1
-0.03100,2.52500,-0.39800,0,15.53,-16.29,36,21,1
-0.02625,2.52775,-0.39875,0,15.66,-15.77,32,15,1
-0.02675,2.52650,-0.39775,4,15.65,-16.16,36,21,1
-0.02600,2.52600,-0.39800,4,15.45,-15.97,29,16,1
-0.02350,2.52125,-0.39875,0,15.26,-16.14,28,15,1
-0.02250,2.52375,-0.39850,1,15.28,-16.12,30,13,1
-0.02325,2.52050,-0.39750,0,16.12,-15.72,34,19,1
-0.01725,2.52075,-0.39900,0,15.59,-15.78,30,15,1
-0.01900,2.52325,-0.39875,1,15.79,-15.60,31,14,1
-0.02250,2.52550,-0.39650,0,15.70,-16.12,35,20,1
-0.01900,2.52650,-0.39825,7,15.85,-15.55,31,14,1
-0.01750,2.52725,-0.39850,2,15.43,-15.96,33,15,1
-0.02025,2.52000,-0.39525,9,16.00,-15.85,33,19,1
-0.01525,2.51475,-0.39900,0,15.39,-15.96,31,14,1
-0.01475,2.51300,-0.39800,0,15.58,-15.76,31,15,1
-0.00975,2.51300,-0.39850,1,15.71,-15.61,33,14,1
-0.01375,2.51875,-0.39925,2,15.54,-15.82,31,14,1
-0.01300,2.51950,-0.39850,1,15.72,-15.63,32,14,1
-0.00475,2.51450,-0.39950,6,15.77,-15.54,31,14,1
-0.00550,2.51200,-0.39800,0,15.65,-15.65,32,14,1
-0.00325,2.51525,-0.39850,2,15.63,-15.67,31,14,1
-0.00700,2.51600,-0.39850,0,15.63,-15.69,33,14,1
-0.00675,2.51900,-0.39825,3,15.72,-15.61,31,14,1
-0.00575,2.51850,-0.39950,0,15.52,-15.80,32,15,1
-0.00150,2.51875,-0.39825,0,15.59,-15.71,32,14,1
-0.01300,2.52100,-0.39900,1,15.63,-15.73,33,16,1
-0.01350,2.52150,-0.39800,0,15.61,-15.75,33,15,1
-0.00825,2.52300,-0.39850,5,15.48,-15.86,33,13,1
-0.01125,2.52175,-0.39775,4,15.67,-15.68,33,15,1
-0.01325,2.52450,-0.39900,3,15.85,-15.52,34,15,1
-0.01450,2.52675,-0.39850,1,15.60,-15.78,33,13,1
-0.00700,2.52075,-0.39875,0,15.81,-15.52,33,13,1
-0.00050,2.52000,-0.39850,1,15.46,-15.84,31,13,1
-0.00725,2.52425,-0.39850,2,15.51,-15.83,32,15,1
-0.00525,2.52450,-0.39875,0,15.75,-15.58,31,14,1
-0.00475,2.52550,-0.39800,2,15.67,-15.66,31,14,1
-0.00250,2.52750,-0.39850,3,15.76,-15.57,31,14,1
-0.03425,2.53125,-0.40175,9,17.85,-15.80,17,0,1
-0.03700,2.54675,-0.40050,1,18.14,-15.51,21,0,1
-0.03425,2.54550,-0.40125,3,18.19,-15.46,20,0,1
-0.03450,2.55750,-0.40025,4,18.94,-14.71,21,0,1
-0.05425,2.54300,-0.39825,1,15.01,-16.57,27,15,1
-0.05300,2.54325,-0.39725,0,16.77,-16.88,17,1,1
-0.05175,2.54300,-0.39850,2,14.92,-16.65,26,14,1
-0.04925,2.54250,-0.39825,4,15.13,-16.59,34,21,1
-0.04025,2.52825,-0.39825,0,15.43,-16.06,27,15,1
-0.04350,2.53150,-0.39975,3,15.26,-16.25,28,15,1
-0.04650,2.53375,-0.39925,7,15.37,-16.16,28,13,1
-0.04525,2.53275,-0.39875,6,15.26,-16.51,33,19,1
-0.04700,2.53550,-0.39975,0,15.14,-16.39,28,15,1
-0.04775,2.53575,-0.39825,1,14.83,-16.71,28,15,1
-0.04100,2.53325,-0.39900,0,15.29,-16.21,28,16,1
-0.04250,2.53500,-0.39825,4,15.25,-16.51,34,21,1
-0.04150,2.53550,-0.39875,3,15.07,-16.44,26,14,1
-0.04375,2.53400,-0.39800,1,15.42,-16.35,33,21,1
-0.04100,2.53425,-0.39800,2,15.40,-16.37,34,20,1
-0.03900,2.52975,-0.39850,0,15.43,-16.36,35,20,1
-0.03625,2.53175,-0.39850,2,15.42,-16.36,35,20,1
-0.03550,2.52850,-0.39850,0,15.43,-16.04,28,15,1
-0.03375,2.52900,-0.39875,6,15.18,-16.28,28,15,1
-0.03450,2.52975,-0.39800,0,15.52,-16.27,37,20,1
-0.03825,2.53450,-0.39850,3,15.69,-16.08,35,20,1
-0.03975,2.53575,-0.39875,2,15.58,-16.18,37,19,1
-0.03750,2.53450,-0.39850,1,15.24,-16.25,27,15,1
-0.03600,2.53225,-0.39875,1,15.53,-15.95,28,16,1
-0.03500,2.53350,-0.39875,1,15.69,-16.08,35,20,1
-0.03350,2.53225,-0.39825,0,15.57,-16.21,34,19,1
-0.03500,2.53450,-0.39850,0,15.32,-16.16,26,14,1
-0.03250,2.53525,-0.39750,1,15.61,-16.16,36,20,1
-0.04600,2.53625,-0.39875,0,15.30,-16.23,28,15,1
-0.04800,2.53925,-0.39850,0,15.23,-16.32,28,13,1
-0.04550,2.53950,-0.39875,1,15.33,-16.21,26,14,1
-0.04475,2.53975,-0.39825,3,15.51,-16.23,35,20,1
-0.04725,2.53925,-0.39800,1,14.81,-16.93,35,20,1
-0.04675,2.54150,-0.39950,6,14.89,-16.66,26,14,1
-0.04750,2.54150,-0.39900,2,15.20,-16.53,33,21,1
-0.04650,2.54225,-0.39875,3,15.07,-16.66,33,19,1
-0.04450,2.54200,-0.39975,3,15.24,-16.30,27,14,1
-0.04450,2.54325,-0.39875,2,15.31,-16.23,26,14,1
-0.04350,2.54175,-0.39875,3,15.49,-16.24,33,18,1
-0.04175,2.54000,-0.39850,6,15.57,-16.17,34,21,1
-0.04075,2.54350,-0.39875,1,15.46,-16.26,35,20,1
-0.03825,2.53975,-0.39875,11,15.59,-15.92,28,15,1
-0.03725,2.53875,-0.39875,1,15.85,-15.90,36,21,1
-0.03525,2.53650,-0.39925,1,15.41,-16.08,27,15,1
-0.03300,2.53975,-0.39800,1,15.46,-16.28,38,20,1
-0.03850,2.54150,-0.39825,1,15.49,-16.02,27,15,1
-0.03775,2.54100,-0.39950,2,15.43,-16.08,29,16,1
-0.03975,2.54200,-0.39925,3,17.57,-16.08,21,0,1
-0.03450,2.54225,-0.39850,4,15.52,-15.98,28,14,1
-0.05675,2.54775,-0.39875,3,15.19,-16.41,25,14,1
-0.05700,2.54950,-0.39825,1,15.20,-16.49,35,20,1
-0.05875,2.55075,-0.39900,3,15.49,-16.19,34,18,1
-0.05775,2.55000,-0.39975,4,15.28,-16.33,26,15,1
-0.05250,2.54600,-0.39825,0,14.88,-16.82,33,19,1
-0.05050,2.54400,-0.39900,4,15.32,-16.25,26,14,1
-0.05100,2.54425,-0.39825,1,15.19,-16.52,34,22,1
-0.05125,2.54625,-0.39950,4,14.58,-17.00,26,14,1
-0.04975,2.54725,-0.39850,3,15.09,-16.61,33,21,1
-0.05500,2.55000,-0.39950,3,15.10,-16.50,25,14,1
-0.05525,2.55025,-0.39825,0,15.08,-16.52,25,14,1
-0.05600,2.55175,-0.39875,3,15.33,-16.35,32,20,1
-0.05250,2.55000,-0.39825,4,15.26,-16.33,26,15,1
-0.05575,2.54825,-0.39775,6,15.24,-16.45,33,18,1
-0.05450,2.55150,-0.39800,3,15.07,-16.61,33,21,1
-0.05075,2.54900,-0.39925,1,15.25,-16.33,25,13,1
-0.05175,2.55150,-0.39825,1,14.93,-16.75,32,20,1
-0.04850,2.55100,-0.39850,0,15.54,-16.04,27,15,1
-0.04900,2.55150,-0.39850,1,15.38,-16.30,33,21,1
-0.06225,2.55300,-0.39925,1,15.18,-16.46,26,15,1
-0.06125,2.55225,-0.39800,3,16.37,-17.28,15,3,1
-0.05725,2.55300,-0.39800,0,15.16,-16.46,25,14,1
-0.06225,2.55850,-0.39875,1,15.02,-16.62,33,21,1
-0.06275,2.55975,-0.39875,0,15.25,-16.41,26,14,1
-0.06125,2.55950,-0.39800,1,15.18,-16.45,32,18,1
-0.05775,2.55650,-0.39900,1,15.25,-16.38,25,14,1
-0.05875,2.55800,-0.39775,1,17.07,-16.58,18,1,1
-0.05425,2.55300,-0.39950,1,15.28,-16.33,26,14,1
-0.05300,2.55225,-0.39875,4,15.50,-16.18,32,18,1
-0.05600,2.55400,-0.39850,1,15.16,-16.46,26,14,1
-0.05400,2.55575,-0.39925,1,15.40,-16.21,26,14,1
-0.05575,2.55350,-0.39800,1,17.13,-16.52,17,0,1
-0.04875,2.55575,-0.39925,0,15.50,-16.09,28,15,1
-0.05500,2.55650,-0.39850,1,15.25,-16.40,32,20,1
-0.05250,2.55700,-0.39850,5,15.32,-16.33,32,20,1
-0.05025,2.55875,-0.39900,1,15.45,-16.15,28,13,1
-0.05050,2.55675,-0.39800,1,17.24,-16.41,19,0,1
-0.05100,2.55750,-0.39800,1,15.55,-16.10,32,20,1
-0.04500,2.54625,-0.39825,3,17.24,-16.41,19,0,1
-0.04750,2.54650,-0.39750,2,16.93,-16.72,19,0,1
-0.04250,2.54575,-0.39900,2,17.16,-16.49,21,0,1
-0.04150,2.54500,-0.39925,1,15.42,-16.11,27,15,1
-0.04350,2.54650,-0.39850,4,15.38,-16.17,27,15,1
-0.04475,2.54850,-0.39900,4,15.53,-16.03,28,15,1
-0.04750,2.55175,-0.39900,3,15.55,-16.02,27,15,1
-0.04625,2.55150,-0.39750,2,15.22,-16.46,34,19,1
-0.04275,2.54875,-0.39825,6,15.43,-16.27,34,19,1
-0.04050,2.54925,-0.39825,2,15.66,-15.88,29,16,1
-0.03850,2.54650,-0.39850,1,15.56,-15.97,29,16,1
-0.03975,2.54525,-0.39800,2,15.64,-16.08,36,21,1
-0.03700,2.54700,-0.39800,0,15.71,-16.00,38,19,1
-0.03600,2.54625,-0.39875,2,15.55,-15.96,29,14,1
-0.03525,2.54500,-0.39750,2,15.65,-16.07,38,21,1
-0.03750,2.54925,-0.39825,2,15.54,-15.99,29,14,1
-0.03875,2.55150,-0.39925,0,15.34,-16.20,32,15,1
-0.03300,2.54975,-0.39750,2,16.15,-15.55,38,19,1
-0.04750,2.55350,-0.39825,1,15.58,-16.00,26,14,1
-0.04475,2.55375,-0.39775,2,15.14,-16.53,38,19,1
-0.04200,2.55350,-0.39850,2,15.41,-16.15,29,14,1
-0.04075,2.55450,-0.39875,1,15.21,-16.34,31,14,1
-0.04250,2.55550,-0.39775,4,15.58,-15.98,29,14,1
-0.04075,2.55475,-0.39750,0,15.53,-16.14,37,18,1
-0.04650,2.55600,-0.39825,1,15.56,-16.10,35,20,1
-0.04550,2.55875,-0.39925,0,15.70,-15.88,29,14,1
-0.04550,2.55850,-0.39850,2,15.49,-16.16,36,21,1
-0.04800,2.55600,-0.39750,2,15.51,-16.15,34,19,1
-0.04425,2.55850,-0.39775,1,15.47,-16.18,38,20,1
-0.04275,2.55925,-0.39725,2,15.65,-16.00,38,19,1
-0.03900,2.55325,-0.39875,0,15.76,-15.92,38,19,1
-0.03750,2.55325,-0.39825,5,15.50,-16.18,38,19,1
-0.03675,2.55350,-0.39850,6,15.65,-15.89,33,15,1
-0.03725,2.55525,-0.39825,2,15.61,-15.93,33,14,1
-0.03925,2.55375,-0.39725,3,15.72,-15.95,38,21,1
-0.03575,2.55450,-0.39900,2,15.68,-15.85,34,15,1
-0.03600,2.55200,-0.39750,2,15.73,-15.95,39,22,1
-0.03450,2.55250,-0.39725,3,15.45,-16.23,39,20,1
-0.03850,2.55950,-0.39825,1,16.11,-15.54,39,19,1
-0.03550,2.55600,-0.39850,1,15.87,-15.67,33,13,1
-0.03450,2.55700,-0.39875,2,15.54,-16.00,32,14,1
-0.03225,2.55700,-0.39900,0,15.36,-16.17,32,13,1
-0.03525,2.55900,-0.39825,5,15.66,-15.88,32,15,1
-0.02625,2.53500,-0.40525,11,19.15,-14.50,16,0,1
-0.03150,2.52900,-0.40225,9,18.39,-15.26,20,0,1
-0.02900,2.53350,-0.40400,10,18.84,-14.81,20,0,1
-0.01825,2.53350,-0.40525,9,18.99,-14.66,19,0,1
-0.02100,2.53975,-0.40500,6,19.37,-14.28,19,0,1
-0.02350,2.54325,-0.40500,8,19.82,-13.83,20,0,1
-0.01275,2.52800,-0.40600,17,18.88,-14.77,18,0,1
-0.01550,2.53275,-0.40600,6,18.89,-14.76,19,0,1
-0.00750,2.52975,-0.40700,13,19.01,-14.64,18,0,1
-0.00225,2.52850,-0.40600,15,19.06,-14.59,18,0,1
-0.00500,2.53425,-0.40575,11,19.40,-14.25,18,0,1
-0.01300,2.54225,-0.40575,10,19.80,-13.85,20,0,1
-0.01050,2.54200,-0.40725,9,19.13,-14.52,19,0,1
-0.00750,2.53825,-0.40550,13,19.65,-14.00,18,0,1
-0.00225,2.53700,-0.40475,15,19.79,-13.86,18,0,1
-0.02650,2.55100,-0.40500,5,20.22,-13.43,21,0,1
-0.03150,2.54550,-0.40225,6,18.45,-15.20,20,0,1
-0.02900,2.55150,-0.40400,4,20.05,-13.60,21,0,1
-0.02925,2.55900,-0.40250,3,20.52,-13.13,21,0,1
-0.03175,2.55850,-0.40150,6,19.39,-14.26,20,0,1
-0.02675,2.55800,-0.40325,3,21.47,-12.18,21,0,1
-0.02125,2.55375,-0.40475,5,20.62,-13.03,21,0,1
-0.01850,2.55325,-0.40575,2,20.19,-13.46,20,0,1
-0.02350,2.55475,-0.40400,6,21.00,-12.65,21,0,1
-0.01550,2.54700,-0.40600,6,19.65,-14.00,20,0,1
-0.01050,2.54875,-0.40575,6,20.06,-13.59,18,0,1
-0.00500,2.54575,-0.40500,6,19.85,-13.80,19,0,1
-0.00775,2.55025,-0.40450,10,20.32,-13.33,19,0,1
-0.01300,2.55625,-0.40500,3,20.65,-13.00,20,0,1
-0.00225,2.55725,-0.40525,5,20.14,-13.51,18,0,1
-0.03025,2.52850,-0.39850,1,15.63,-16.17,37,21,1
-0.03025,2.53000,-0.39825,2,15.43,-16.02,27,14,1
-0.02900,2.53125,-0.39750,4,15.59,-16.20,36,21,1
-0.02725,2.53000,-0.39950,1,15.64,-15.80,30,13,1
-0.02800,2.53025,-0.39825,2,15.58,-15.86,27,12,1
-0.02675,2.53125,-0.39850,0,15.63,-15.81,33,15,1
-0.02425,2.53100,-0.39850,2,15.68,-15.75,32,15,1
-0.03050,2.53500,-0.39850,0,15.43,-16.03,29,14,1
-0.02775,2.53500,-0.39875,1,15.65,-15.80,29,14,1
-0.02650,2.53550,-0.39675,1,16.22,-15.55,38,19,1
-0.01725,2.53175,-0.39875,3,15.65,-15.75,34,15,1
-0.02300,2.53225,-0.39900,2,15.59,-15.84,33,16,1
-0.02300,2.53375,-0.39825,2,15.58,-15.85,32,13,1
-0.02075,2.53550,-0.39875,4,15.64,-15.78,31,13,1
-0.02000,2.53200,-0.39900,0,15.45,-15.96,33,15,1
-0.02200,2.53325,-0.39450,4,16.64,-15.14,36,21,1
-0.03025,2.53825,-0.39825,1,15.55,-15.92,29,14,1
-0.02900,2.53900,-0.39825,1,15.63,-15.84,29,14,1
-0.02975,2.53775,-0.39750,1,15.73,-16.03,36,20,1
-0.02875,2.53900,-0.39675,4,15.65,-16.10,37,18,1
-0.02725,2.53800,-0.39950,0,15.49,-15.97,32,15,1
-0.02700,2.53925,-0.39875,3,15.74,-15.72,31,14,1
-0.03025,2.54125,-0.39825,0,15.58,-15.90,30,13,1
-0.03200,2.54300,-0.39725,2,15.67,-16.06,38,19,1
-0.02475,2.54300,-0.39925,2,15.53,-15.93,33,16,1
-0.02750,2.54275,-0.39750,1,15.68,-15.79,32,15,1
-0.02600,2.54175,-0.39500,6,16.05,-15.69,39,17,1
-0.02375,2.53900,-0.39875,1,15.77,-15.68,31,13,1
-0.01675,2.53800,-0.39875,1,15.66,-15.76,31,14,1
-0.02350,2.54025,-0.39900,3,15.49,-15.96,32,15,1
-0.02350,2.54050,-0.39775,0,15.93,-15.52,33,13,1
-0.01825,2.54175,-0.39875,0,15.30,-16.13,32,15,1
-0.01725,2.54000,-0.39775,1,15.50,-15.92,33,14,1
-0.01800,2.54350,-0.39800,3,15.83,-15.60,30,12,1
-0.01375,2.52800,-0.39900,0,15.46,-15.92,33,13,1
-0.01225,2.52875,-0.39900,5,15.53,-15.84,33,15,1
-0.01475,2.53175,-0.39900,3,15.55,-15.84,33,14,1
-0.01175,2.53150,-0.39900,3,15.38,-16.00,31,16,1
-0.01500,2.53350,-0.39825,2,15.91,-15.49,33,15,1
-0.01050,2.53225,-0.39925,1,15.63,-15.75,30,13,1
-0.01175,2.53325,-0.39800,6,15.71,-15.67,30,13,1
-0.00600,2.52800,-0.39900,0,15.41,-15.94,31,14,1
-0.00650,2.53150,-0.39800,0,15.84,-15.52,30,13,1
-0.00100,2.53000,-0.39850,5,15.71,-15.62,31,14,1
-0.00200,2.53175,-0.39800,2,15.80,-15.54,32,14,1
-0.00550,2.53250,-0.39825,0,15.75,-15.61,32,14,1
-0.00225,2.53525,-0.39825,2,15.76,-15.59,31,13,1
-0.01300,2.53725,-0.39850,2,15.85,-15.55,31,14,1
-0.00925,2.53650,-0.39825,1,15.70,-15.68,33,15,1
-0.00950,2.53800,-0.39900,0,15.99,-15.40,31,14,1
-0.00950,2.53800,-0.39750,1,15.93,-15.45,31,14,1
-0.01200,2.54150,-0.39900,0,15.84,-15.57,32,15,1
-0.00925,2.54100,-0.39875,2,15.82,-15.57,31,14,1
-0.01025,2.54325,-0.39825,1,15.92,-15.48,30,13,1
-0.00225,2.53650,-0.39850,3,15.59,-15.76,33,13,1
-0.00375,2.53900,-0.39850,3,15.46,-15.91,31,14,1
-0.00400,2.54250,-0.39825,3,15.67,-15.70,32,12,1
-0.00325,2.54350,-0.39900,7,15.95,-15.42,31,13,1
-0.03200,2.54425,-0.39925,2,15.80,-15.69,32,15,1
-0.02800,2.54500,-0.39850,1,15.53,-15.95,31,12,1
-0.02650,2.54725,-0.39925,1,15.57,-15.91,32,13,1
-0.02750,2.54625,-0.39875,1,15.44,-16.04,34,14,1
-0.02775,2.54775,-0.39825,0,15.46,-16.02,32,15,1
-0.03100,2.54825,-0.39825,2,15.59,-15.91,30,13,1
-0.02875,2.55000,-0.39900,1,15.78,-15.71,34,16,1
-0.02875,2.55175,-0.39850,1,15.74,-15.76,34,13,1
-0.03150,2.54950,-0.39700,1,16.51,-15.19,38,19,1
-0.02625,2.55025,-0.39950,1,15.74,-15.75,31,14,1
-0.02550,2.54750,-0.39375,6,16.60,-15.11,39,19,1
-0.01675,2.54425,-0.39850,0,15.74,-15.69,32,13,1
-0.01875,2.54700,-0.39825,0,15.64,-15.81,31,14,1
-0.02100,2.55000,-0.39825,1,15.58,-15.88,28,15,1
-0.01775,2.54975,-0.39800,1,15.88,-15.57,31,14,1
-0.02700,2.55225,-0.39850,4,15.94,-15.55,32,12,1
-0.02575,2.55450,-0.39825,2,15.67,-15.82,29,11,1
-0.03175,2.55825,-0.39800,1,16.15,-15.38,33,16,1
-0.02450,2.55700,-0.39825,0,15.76,-15.74,31,13,1
-0.02550,2.55925,-0.39925,9,15.86,-15.65,32,14,1
-0.02800,2.55775,-0.39800,0,15.62,-15.89,32,12,1
-0.03100,2.55575,-0.39525,6,15.88,-15.79,39,20,1
-0.02225,2.55375,-0.39950,6,15.59,-15.89,31,14,1
-0.02300,2.55450,-0.39825,6,15.78,-15.70,31,14,1
-0.01800,2.55300,-0.39825,2,15.82,-15.64,30,13,1
-0.02025,2.55725,-0.39875,2,15.87,-15.61,31,14,1
-0.02125,2.55975,-0.39850,3,15.70,-15.79,31,14,1
-0.02525,2.55775,-0.39150,8,17.15,-14.51,40,20,1
-0.01400,2.54400,-0.39850,0,15.50,-15.92,32,14,1
-0.00900,2.54400,-0.39850,10,15.89,-15.51,32,15,1
-0.01125,2.54700,-0.39850,2,15.51,-15.91,30,13,1
-0.01175,2.54400,-0.39725,0,15.87,-15.54,31,14,1
-0.01200,2.54600,-0.39800,2,15.77,-15.65,30,16,1
-0.01325,2.55000,-0.39875,2,15.81,-15.62,33,12,1
-0.00900,2.54875,-0.39850,2,15.86,-15.55,32,12,1
-0.00875,2.55000,-0.39900,2,15.68,-15.73,32,12,1
-0.00800,2.54650,-0.39875,1,15.91,-15.49,31,14,1
-0.00475,2.54600,-0.39875,4,15.63,-15.76,32,12,1
-0.00575,2.54975,-0.39900,0,15.68,-15.72,32,13,1
-0.00125,2.55150,-0.39800,1,15.85,-15.54,33,13,1
-0.01400,2.55200,-0.39850,1,15.80,-15.64,33,13,1
-0.01325,2.55300,-0.39875,5,15.75,-15.69,33,13,1
-0.00950,2.55225,-0.39875,4,15.77,-15.65,31,13,1
-0.01100,2.55300,-0.39775,1,15.76,-15.67,31,14,1
-0.00825,2.55300,-0.39800,4,15.55,-15.87,31,14,1
-0.01575,2.55925,-0.39900,4,16.01,-15.46,28,15,1
-0.01425,2.55975,-0.39825,5,16.02,-15.44,31,14,1
-0.01375,2.55650,-0.39775,3,15.85,-15.60,30,13,1
-0.00875,2.55625,-0.39850,1,15.80,-15.63,32,14,1
-0.00725,2.55250,-0.39900,0,15.65,-15.76,32,14,1
-0.00775,2.55450,-0.39875,1,15.78,-15.64,32,13,1
-0.00500,2.55550,-0.39825,8,15.78,-15.63,32,12,1
-0.00175,2.55500,-0.39800,2,16.18,-15.22,32,15,1
-0.00125,2.55625,-0.39850,1,16.08,-15.32,28,12,1
0.00050,2.51175,-0.40950,17,18.62,-15.04,14,0,1
0.01325,2.50725,-0.40875,31,18.94,-14.72,17,0,1
0.00850,2.50800,-0.40950,25,18.87,-14.79,15,0,1
0.00550,2.50750,-0.40800,28,18.87,-14.79,16,0,1
0.01100,2.50850,-0.40775,27,19.18,-14.48,18,0,1
0.00850,2.51150,-0.40700,27,19.16,-14.50,18,0,1
0.01325,2.50825,-0.40625,27,19.22,-14.44,17,0,1
0.02650,2.50750,-0.40825,25,19.19,-14.47,17,0,1
0.01600,2.51075,-0.40775,27,18.89,-14.77,17,0,1
0.01875,2.51100,-0.40575,26,19.39,-14.27,18,0,1
0.02400,2.50800,-0.40775,26,19.56,-14.10,17,0,1
0.02900,2.50925,-0.40650,26,19.47,-14.19,18,0,1
0.00275,2.51650,-0.40850,22,18.69,-14.97,18,0,1
0.00050,2.52050,-0.40850,14,18.52,-15.13,16,0,1
0.00275,2.52225,-0.40675,15,19.24,-14.41,17,0,1
0.00575,2.52050,-0.40750,15,19.01,-14.64,18,0,1
0.00050,2.52525,-0.40650,14,19.03,-14.62,18,0,1
0.00275,2.52550,-0.40475,18,19.15,-14.50,18,0,1
0.00550,2.52400,-0.40550,17,19.03,-14.62,17,0,1
0.01325,2.52075,-0.40550,20,19.10,-14.55,17,0,1
0.00850,2.52550,-0.40700,24,19.21,-14.44,17,0,1
0.01100,2.52425,-0.40725,21,19.22,-14.43,18,0,1
0.02650,2.51475,-0.40700,20,19.26,-14.40,18,0,1
0.02400,2.51650,-0.40625,24,19.47,-14.19,18,0,1
0.01625,2.52150,-0.40675,20,19.05,-14.60,18,0,1
0.01850,2.52450,-0.40550,20,19.12,-14.53,18,0,1
0.02125,2.52425,-0.40625,18,19.11,-14.54,18,0,1
0.02400,2.52550,-0.40500,17,19.37,-14.28,18,0,1
0.02650,2.52625,-0.40600,17,19.59,-14.06,17,0,1
0.02950,2.52525,-0.40650,18,19.19,-14.46,17,0,1
0.00400,2.50925,-0.39900,1,15.55,-15.71,30,14,1
0.00525,2.51175,-0.39850,1,15.97,-15.29,31,14,1
0.00600,2.51150,-0.39950,1,15.56,-15.70,32,15,1
0.00875,2.50800,-0.39850,1,16.11,-15.12,31,14,1
0.00900,2.51075,-0.39950,0,15.96,-15.28,32,15,1
0.01500,2.51050,-0.39925,1,15.57,-15.64,31,14,1
0.01675,2.50775,-0.39950,3,15.57,-15.63,32,15,1
0.01875,2.50950,-0.39875,1,15.78,-15.41,31,14,1
0.01600,2.51125,-0.39800,3,15.54,-15.67,31,14,1
0.01825,2.51150,-0.39800,2,15.44,-15.76,31,14,1
0.02500,2.51050,-0.39800,0,15.33,-15.84,31,12,1
0.00200,2.51225,-0.39850,0,15.66,-15.61,31,14,1
0.00325,2.51425,-0.39800,6,15.96,-15.31,31,14,1
0.00700,2.51200,-0.39850,1,15.54,-15.71,32,14,1
0.00775,2.51500,-0.39950,3,15.38,-15.88,32,15,1
0.00200,2.51675,-0.39900,3,15.89,-15.39,31,14,1
0.00325,2.51925,-0.39825,0,15.64,-15.65,33,15,1
0.00550,2.51625,-0.39875,2,15.48,-15.79,32,15,1
0.00750,2.51675,-0.39875,5,15.73,-15.53,32,15,1
0.00450,2.51975,-0.39875,2,15.56,-15.72,31,14,1
0.00825,2.51275,-0.39900,0,15.67,-15.58,32,15,1
0.01500,2.51500,-0.39850,1,15.42,-15.81,31,14,1
0.00800,2.51750,-0.39925,4,15.50,-15.76,31,14,1
0.01450,2.51850,-0.39850,3,15.56,-15.68,31,14,1
0.01325,2.51750,-0.39800,0,15.51,-15.73,31,14,1
0.00200,2.52300,-0.39850,2,15.78,-15.52,31,14,1
0.00175,2.52175,-0.39800,2,15.67,-15.63,31,14,1
0.00700,2.52000,-0.39875,1,15.52,-15.75,31,13,1
